"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-25","5.14",,"0.00","0.0","0.0","76","86","64","  270","  260","12.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-26","4.47",,"0.00","0.0","0.0","70","82","60","  110","  270","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-27","3.80",,"0.08","0.0","0.0","65","71","56","  120","  180","10.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-28","5.37",,"0.00","0.0","0.0","72","83","60","  340","  270","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-29","3.80",,"0.00","0.0","0.0","66","79","49","  130","  140","15.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-30","5.37",,"0.71","0.0","0.0","71","87","59","  330","  330","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-08-31","8.05",,"0.00","0.0","0.0","67","77","55","  350","  320","19.9","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-01","7.61",,"0.00","0.0","0.0","64","72","51","  360","  360","19.9","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-02","3.36",,"0.00","0.0","0.0","61","73","45","  130","   30","13.0","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-03","4.25",,"0.00","0.0","0.0","59","74","44","  140","  150","14.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-04","5.82",,"0.00","0.0","0.0","62","82","43","  160","  170","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-05","6.71",,"0.00","0.0","0.0","69","86","50","  200","  180","17.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-06","4.25",,"0.27","0.0","0.0","76","92","66","  160","  170","18.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-07","4.25",,"0.98","0.0","0.0","74","85","70","  100","  110","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-08","7.16",,"0.14","0.0","0.0","74","81","66","  360","  260","16.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-09","5.37",,"0.00","0.0","0.0","68","78","53","  110","   90","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-10","6.71",,"0.13","0.0","0.0","66","74","57","  280","  270","25.1","42.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-11","5.14",,"0.00","0.0","0.0","61","74","51","  230","  220","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-12","8.50",,"0.00","0.0","0.0","65","79","52","  190","  200","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-13","7.16",,"0.11","0.0","0.0","64","76","53","  320","  280","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-14","4.92",,"0.00","0.0","0.0","62","69","46","   30","   60","15.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-15","3.58",,"0.00","0.0","0.0","56","71","44","  150","  130","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-16","8.50",,"0.00","0.0","0.0","59","75","44","  140","  150","19.9","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-17","4.92",,"0.10","0.0","0.0","70","81","61","  220","  230","16.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-18","3.80",,"0.00","0.0","0.0","67","75","53","  280","  220","13.0","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-19","5.82",,"0.04","0.0","0.0","65","85","50","  230","  230","18.1","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-20","5.37",,"0.00","0.0","0.0","68","80","57","  270","  270","16.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-21","2.46",,"0.00","0.0","0.0","65","77","53","  190","  200","8.9","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-22","3.58",,"0.29","0.0","0.0","65","72","59","   40","   40","13.0","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-23","6.93",,"0.00","0.0","0.0","62","65","44","   50","   50","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-24","3.36",,"0.00","0.0","0.0","52","65","39","  130","   60","12.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-25","7.61",,"0.00","0.0","0.0","54","71","39","  150","  160","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-26","9.17",,"0.75","0.0","0.0","60","64","53","  160","  230","19.9","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-27","7.38",,"0.02","0.0","0.0","55","62","50","  210","  220","21.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-28","6.93",,"0.00","0.0","0.0","57","69","48","   50","   40","19.9","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-29","12.08",,"0.00","0.0","0.0","61","65","57","   50","   50","21.0","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-09-30","12.30",,"0.00","0.0","0.0","62","65","59","   60","   60","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-01","6.49",,"0.70","0.0","0.0","60","61","57","   80","   70","13.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-02","4.92",,"0.05","0.0","0.0","60","67","56","  350","  350","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-03","4.92",,"0.02","0.0","0.0","59","66","54","  100","  130","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-04","6.26",,"0.00","0.0","0.0","59","70","49","  130","  170","17.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-05","8.28",,"0.36","0.0","0.0","63","74","56","  110","  160","17.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-06","4.03",,"0.08","0.0","0.0","62","70","50","  130","  130","13.0","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-07","10.51",,"0.35","0.0","0.0","68","80","53","  200","  260","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-08","7.83",,"0.00","0.0","0.0","51","54","41","  270","  260","19.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-09","5.59",,"0.00","0.0","0.0","46","54","32","   10","   10","16.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-10","5.37",,"0.00","0.0","0.0","44","63","30","  180","  170","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-11","6.49",,"0.00","0.0","0.0","52","70","39","  180","  180","17.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-12","10.07",,"0.25","0.0","0.0","60","75","46","  320","  340","25.1","34.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-13","4.47",,"0.01","0.0","0.0","47","52","39","  290","  310","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-14","6.04",,"0.00","0.0","0.0","47","59","36","  140","  140","14.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-15","10.29",,"0.00","0.0","0.0","54","66","40","  210","  200","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-16","3.80",,"0.15","0.0","0.0","65","73","41","  230","  220","13.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-17","9.17",,"0.12","0.0","0.0","58","71","40","  170","  140","25.1","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-18","8.72",,"0.00","0.0","0.0","68","75","49","  320","  210","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-19","3.80",,"0.00","0.0","0.0","56","69","40","  290","  280","13.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-20","7.38",,"0.00","0.0","0.0","49","55","41","  330","  330","16.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-21","8.28",,"0.03","0.0","0.0","46","49","40","  330","   10","19.9","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-22","7.61",,"0.00","0.0","0.0","42","51","37","  330","  320","18.1","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-23","5.59",,"0.01","0.0","0.0","45","58","36","  340","  340","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-24","9.62",,"0.01","0.0","0.0","46","50","40","  340","  350","23.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-25","6.26",,"0.00","0.0","0.0","42","47","27","  340","  340","17.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-26","8.95",,"0.06","0.0","0.0","36","43","27","   80","  100","17.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-27","7.16",,"0.34","0.0","0.0","40","42","27","   80","   80","17.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-28","9.62",,"0.00","0.0","0.0","37","56","26","  180","  170","19.9","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-29","6.93",,"0.00","0.0","0.0","56","62","48","  320","  280","15.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-30","6.71",,"0.00","0.0","0.0","47","51","35","  360","  340","16.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-10-31","8.72",,"0.00","0.0","0.0","40","53","29","  160","  160","21.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-01","8.95",,"0.00","0.0","0.0","55","71","45","  170","  190","23.9","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-02","1.12",,"0.01","0.0","0.0","47","54","35","   10","   10","6.9","6.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-03","5.37",,"0.01","0.0","0.0","47","57","41","  350","  360","18.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-04","6.71",,"0.00","0.0","0.0","45","57","34","  270","  270","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-05","4.92",,"0.00","0.0","0.0","54","69","35","  320","  320","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-06","3.36",,"0.00","0.0","0.0","46","67","30","  200","  190","10.1","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-07","6.04",,"0.00","0.0","0.0","51","68","35","  190","  190","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-08","9.17",,"0.05","0.0","0.0","51","55","40","  350","  340","25.1","33.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-09","6.93",,"0.00","0.0","0.0","44","51","32","  360","  340","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-10","11.41",,"0.00","0.0","0.0","51","71","41","  260","  260","21.9","34.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-11","12.75",,"0.00","0.0","0.0","45","51","33","  340","  350","29.1","38.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-12","9.40",,"0.00","0.0","0.0","38","53","28","  240","  240","21.0","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-13","9.17",,"0.00","0.0","0.0","46","65","26","  230","  220","17.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-14","4.70",,"0.00","0.0","0.0","50","59","34","  120","  250","10.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-15","1.12",,"0.00","0.0","0.0","44","53","36","  270","  310","6.9","8.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-16","4.25",,"0.05","0.0","0.0","47","56","29","  330","  290","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-17","8.95",,"0.00","0.0","0.0","42","61","28","  160","  160","21.9","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-18","9.17",,"0.00","0.0","0.0","55","68","43","  180","  200","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-19","14.54",,"0.11","1.4","0.0","46","61","26","  330","  340","25.9","36.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-20","16.55",,"0.01","0.1","1.2","28","30","22","  330","  330","29.1","40.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-21","13.87",,"0.00","0.0","0.0","27","33","23","  330","  320","30.0","36.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-22","6.71",,"0.00","0.0","0.0","29","35","19","  340","  340","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-23","6.93",,"0.56","0.3","0.0","27","39","17","  110","  140","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-24","3.58",,"0.36","0.0","0.0","37","39","36","  120","  120","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-25","3.36",,"0.08","0.0","0.0","37","40","34","  320","  320","8.1","11.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-26","5.37",,"0.03","0.0","0.0","36","42","32","  270","  250","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-27","4.25",,"0.00","0.0","0.0","35","45","26","  220","  170","13.0","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-28","13.42",,"0.17","0.0","0.0","41","49","32","  140","  150","25.9","38.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-29","12.97",,"0.27","0.0","0.0","49","57","42","  150","  160","29.1","40.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-11-30","5.37",,"0.13","0.0","0.0","47","54","39","  170","  170","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-01","9.40",,"0.04","0.0","0.0","40","44","36","  260","  280","18.1","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-02","9.17",,"0.03","0.0","0.0","36","39","34","  290","  300","15.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-03","4.03",,"0.00","0.0","0.0","38","41","34","  350","  270","10.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-04","3.80",,"0.29","4.0","0.0","36","40","32","  170","  170","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-05","4.92",,"0.04","0.2","3.1","35","41","29","  270","  270","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-06","7.16",,"0.00","0.0","1.2","34","42","25","  150","  130","21.9","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-07","12.75",,"0.00","0.0","0.0","33","36","29","  240","  240","21.9","35.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-08","10.96",,"0.03","1.4","0.0","29","32","25","  310","  300","19.9","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-09","4.47",,"0.01","0.1","2.0","23","27","18","  330",,"12.1",
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-10","5.82",,"0.01","0.3","1.2","22","24","15","  270","  240","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-11","3.13",,"0.10","1.9","1.2","19","26","15","  150","  150","8.1","10.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-12","5.37",,"0.06","1.0","3.1","27","32","23","  230","  300","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-13","10.07",,"0.00","0.0","3.1","25","28","11","  260","  270","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-14","12.97",,"0.10","1.4","3.1","13","18","8","  270","  240","23.9","33.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-15","10.96",,"0.01","0.5","3.1","12","19","6","  290","  260","21.0","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-16","8.95",,"0.07","0.8","3.1","15","21","12","  190","  220","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-17","7.83",,"0.30","4.2","5.1","19","25","14","  330","  330","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-18","9.17",,"0.00","0.3","5.9","14","17","5","  320","  310","21.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-19","11.63",,"0.00","0.0","5.9","10","21","1","  220","  200","19.9","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-20","14.99",,"0.00","0.0","5.1","23","34","16","  240","  240","25.9","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-21","7.61",,"0.08","0.7","5.1","31","34","27","  240","  240","14.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-22","7.83",,"0.00","0.0","3.9","34","40","30","  240","  230","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-23","8.72",,"0.04","1.2","3.1","35","41","31","  220","  220","17.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-24","5.59",,"0.06","1.1","5.9","34","38","27","  340","  330","14.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-25","12.75",,"0.00","0.0","5.1","30","34","26","  130","  120","23.9","35.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-26","16.11",,"0.35","0.0","3.1","37","49","32","  260","  260","28.0","44.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-27","9.62",,"0.10","2.5","0.0","31","32","22","  260","  280","23.0","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-28","9.17",,"0.01","0.4","3.1","24","34","20","  180","  160","21.9","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-29","7.61",,"0.03","0.3","3.1","33","34","27","  280","  270","14.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-30","8.05",,"0.05","0.8","3.9","26","28","23","  310","  290","17.0","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2016-12-31","8.05",,"0.23","2.8","5.9","27","33","23","  260","  260","16.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-01","5.82",,"0.01","0.0","5.9","30","40","18","  230","  220","18.1","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-02","5.37",,"0.00","0.0","5.1","26","38","13","  110","  110","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-03","5.82",,"0.09","0.0","2.0","35","37","33","  280","  280","10.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-04","14.09",,"0.07","1.1","3.1","26","33","15","  260","  260","18.1","36.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-05","10.29",,"0.00","0.0","3.1","15","18","5","  240","  270","18.1","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-06","6.93",,"0.03","0.4","3.1","10","20","3","  270","  250","13.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-07","8.05",,"0.00","0.0","2.0","9","16","-3","  290","  290","17.0","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-08","7.61",,"0.07","0.8","3.1","10","17","0","  190","  330","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-09","9.40",,"0.02","0.2","2.0","18","25","15","  190","  200","19.9","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-10","14.09",,"0.52","3.4","3.9","27","43","24","  240","  230","28.0","40.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-11","10.51",,"0.24","3.0","3.9","32","35","23","  260","  230","31.1","46.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-12","7.16",,"0.29","1.1","7.9","24","24","14","  290","  290","17.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-13","4.92",,"0.00","0.0","7.9","17","19","-7","  290","  280","16.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-14","3.80",,"0.00","0.0","7.9","11","30","-4","  250","  240","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-15","3.80",,"0.00","0.0","7.9","20","32","3","  190","  210","13.0","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-16","3.80",,"0.00","0.0","7.1","26","40","17","  240","  230","10.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-17","6.71",,"0.28","0.0","5.9","30","35","19","   90","   70","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-18","6.04",,"0.00","0.0","5.1","35","42","33","  220","  210","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-19","3.80",,"0.00","0.0","5.1","35","37","33","  210","  220","8.9","12.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-20","4.92",,"0.00","0.0","3.9","33","34","31","  150","  120","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-21","4.25",,"0.00","0.0","3.9","34","38","32","  120","  110","12.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-22","1.34",,"0.00","0.0","3.9","38","44","35","  110","  130","6.9","8.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-23","5.37",,"0.18","0.0","3.1","37","38","35","  120","  120","10.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-24","2.46",,"0.21","0.0","1.2","36","37","34","  310","  300","6.9","10.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-25","2.01",,"0.14","0.7","1.2","35","36","33","  360","  260","6.9","10.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-26","9.40",,"0.10","0.8","1.2","34","37","29","  320","  280","19.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-27","8.72",,"0.03","0.3","2.0","30","34","27","  270","  290","16.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-28","9.17",,"0.05","0.6","2.0","29","31","20","  310","  310","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-29","7.16",,"0.10","1.0","2.0","20","21","17","  330","  320","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-30","6.26",,"0.02","0.3","2.0","18","22","13","  320","  320","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-01-31","2.91",,"0.19","2.3","2.0","22","30","19","  150","  140","10.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-01","7.38",,"0.03","0.5","3.9","26","30","17","  320","  300","19.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-02","9.62",,"0.00","0.0","3.9","17","20","9","  270","  270","19.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-03","7.38",,"0.07","0.5","3.9","13","20","-5","  300","  280","16.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-04","8.95",,"0.00","0.0","3.9","18","28","10","  200","  190","16.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-05","8.95",,"0.00","0.2","3.9","27","30","18","  310","  260","23.0","34.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-06","2.91",,"0.00","0.1","3.9","22","30","15","   70","   70","8.1","10.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-07","11.18",,"0.37","1.0","3.1","30","33","26","   90","  100","19.9","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-08","8.50",,"0.00","0.0","3.9","23","26","14","  300","  310","18.1","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-09","7.16",,"0.01","0.0","3.9","15","19","9","  270","  280","18.1","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-10","8.72",,"0.16","1.1","3.9","16","26","11","  170","  180","21.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-11","3.80",,"0.00","0.0","5.1","29","34","26","  330","  340","10.1","12.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-12","7.83",,"0.13","1.6","5.1","31","36","26","  300","  310","23.0","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-13","8.95",,"0.00","0.3","5.9","30","41","25","  300","  300","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-14","8.05",,"0.04","0.2","5.1","34","39","28","  300","  280","15.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-15","14.99",,"0.02","0.3","5.1","26","31","18","  320","  330","25.9","36.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-16","4.03",,"0.03","0.3","5.1","19","28","9","  330","  320","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-17","6.49",,"0.00","0.0","5.1","23","39","7","  160","  160","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-18","5.82",,"0.00","0.0","3.9","39","58","21","  240","  240","16.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-19","6.49",,"0.00","0.0","0.0","41","51","28","  320","  320","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-02-20","9.84",,"0.00","0.0","0.0","34","39","26","  130","  130","19.9","25.9"
