"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-10","3.58",,"0.00","0.0","0.0","51","66","37","  110","  100","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-11","4.25",,"0.00","0.0","0.0","56","74","39","  200","  220","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-12","2.68",,"0.00","0.0","0.0","61","78","46","  100","  100","12.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-13","3.58",,"0.00","0.0","0.0","62","79","48","  110","  120","14.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-14","2.01",,"0.00","0.0","0.0","62","79","47","  110","  110","10.1","12.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-15","5.82",,"0.00","0.0","0.0","67","83","52","  190","  210","14.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-16","6.26",,"0.00","0.0","0.0","70","84","55","  210","  190","16.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-17","7.16",,"0.83","0.0","0.0","71","86","58","  280","  290","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-18","5.59",,"0.00","0.0","0.0","63","71","48","  350","  340","14.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-19","5.14",,"0.00","0.0","0.0","57","69","45","  100","  100","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-20","4.92",,"0.00","0.0","0.0","68","77","61","  110","  110","14.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-21","5.59",,"0.01","0.0","0.0","71","86","62","   20","   30","18.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-22","5.59",,"0.05","0.0","0.0","74","92","60","  320","  330","28.0","38.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-23","3.58",,"0.00","0.0","0.0","76","93","62","  210","  270","10.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-24","4.03",,"0.00","0.0","0.0","76","91","62","  150","  160","13.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-25","3.13",,"0.00","0.0","0.0","73","88","59","  110","  110","12.1","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-26","2.91",,"0.00","0.0","0.0","72","89","59","  100","  110","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-27","8.50",,"0.10","0.0","0.0","66","70","50","  290","  320","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-28","5.82",,"0.00","0.0","0.0","55","67","45","  270","  270","14.1","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-29","7.83",,"0.53","0.0","0.0","55","61","43","  350","  340","23.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-09-30","2.24",,"0.00","0.0","0.0","48","61","34","  110","  110","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-01","4.25",,"0.00","0.0","0.0","48","65","33","  140","  140","16.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-02","6.71",,"0.00","0.0","0.0","55","73","41","  130","  120","18.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-03","10.07",,"0.00","0.0","0.0","64","81","50","  230","  230","19.9","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-04","7.16",,"0.21","0.0","0.0","68","73","44","  290","  300","13.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-05","5.59",,"0.01","0.0","0.0","54","66","45","  270","  250","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-06","4.03",,"0.04","0.0","0.0","58","66","53","  130","  120","10.1","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-07","12.08",,"0.38","0.0","0.0","65","78","59","  190","  190","23.0","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-08","6.93",,"0.00","0.0","0.0","67","77","49","  180","  260","15.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-09","3.36",,"0.00","0.0","0.0","59","78","43","  350","   10","13.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-10","7.61",,"0.00","0.0","0.0","54","62","47","  360","  360","16.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-11","9.62",,"0.00","0.0","0.0","52","58","39","   60","  100","21.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-12","6.93",,"0.00","0.0","0.0","50","58","42","  110","  100","16.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-13","4.03",,"0.02","0.0","0.0","58","66","54","  230","  250","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-14","6.26",,"0.25","0.0","0.0","57","61","47","  180","   90","14.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-15","12.30",,"0.72","0.0","0.0","55","68","40","  330","  330","23.0","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-16","5.59",,"0.00","0.0","0.0","44","55","33","  200","  190","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-17","7.16",,"0.00","0.0","0.0","53","70","40","  250","  260","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-18","9.62",,"0.00","0.0","0.0","54","71","39","  220","  220","18.1","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-19","8.95",,"0.00","0.0","0.0","60","65","50","  250","  270","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-20","5.82",,"0.00","0.0","0.0","57","78","36","  250","  250","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-21","6.71",,"0.00","0.0","0.0","57","76","41","  180","  170","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-22","9.17",,"0.09","0.0","0.0","66","78","53","  160","  170","25.1","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-23","7.61",,"3.16","0.0","0.0","54","60","51","  130","  160","23.9","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-24","14.54",,"0.26","0.0","0.0","51","57","39","  210","  200","23.9","35.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-25","8.05",,"0.05","0.0","0.0","40","47","34","  320","  250","17.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-26","4.25",,"0.00","0.0","0.0","38","47","29","  120","  120","10.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-27","10.51",,"0.04","0.0","0.0","47","52","42","  100","  100","23.0","34.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-28","7.83",,"0.00","0.0","0.0","43","47","38","  210","  210","16.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-29","3.58",,"0.00","0.0","0.0","39","48","28","  270","  330","10.1","16.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-30","5.82",,"0.04","0.0","0.0","37","47","27","  240","  320","15.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-10-31","7.83",,"0.05","0.0","0.0","38","45","34","  240","  280","17.0","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-01","6.04",,"0.00","0.0","0.0","37","44","30","  160","  160","17.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-02","3.13",,"0.15","0.0","0.0","40","47","36","  230","  230","10.1","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-03","6.93",,"0.00","0.0","0.0","42","46","32","  330","  330","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-04","6.26",,"0.22","0.0","0.0","37","45","32","  130","   90","17.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-05","7.16",,"0.04","0.0","0.0","46","52","39","  320","  310","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-06","6.93",,"0.00","0.0","0.0","39","41","30","  330","  330","21.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-07","3.80",,"0.00","0.0","0.0","34","42","22","  330","  330","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-08","6.04",,"0.00","0.0","0.0","31","45","19","  240","  240","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-09","11.41",,"0.04","0.0","0.0","35","38","18","  320","  320","25.1","38.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-10","6.49",,"0.05","0.1","0.0","18","25","9","  330","  320","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-11","4.70",,"0.01","0.3","0.0","20","32","9","  180","  180","21.0","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-12","3.36",,"0.00","0.0","0.0","32","36","29","  220","  220","12.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-13","2.24",,"0.00","0.0","0.0","35","39","33","  240","  230","8.1","10.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-14","5.14",,"0.01","0.0","0.0","35","45","26","  170","  170","15.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-15","10.07",,"1.46","0.0","0.0","39","42","35","  160","  160","18.1","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-16","10.96",,"0.06","0.0","0.0","36","41","28","  320","  280","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-17","7.83",,"0.44","0.0","0.0","31","37","28","  150","  160","19.9","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-18","6.71",,"0.52","0.0","0.0","37","39","34","  330","  320","17.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-19","10.51",,"0.01","0.0","0.0","33","36","28","  320","  320","23.0","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-20","7.61",,"0.00","0.0","0.0","32","45","28","  200","  210","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-21","12.53",,"0.00","0.0","0.0","41","49","29","  320","  310","21.9","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-22","6.49",,"0.01","0.0","0.0","29","34","24","  310","  290","15.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-23","5.82",,"0.00","0.0","0.0","32","39","26","  240","  220","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-24","10.51",,"0.00","0.0","0.0","39","57","26","  210","  210","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-25","10.74",,"0.04","0.0","0.0","43","52","29","  310","  330","23.9","38.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-26","8.95",,"0.00","0.0","0.0","32","43","26","  310","  320","21.0","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-27","7.38",,"0.00","0.0","0.0","33","38","30","  330","  320","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-28","10.96",,"0.02","0.0","0.0","44","58","36","  230","  230","18.1","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-29","8.72",,"0.00","0.0","0.0","38","41","23","  320","  320","21.9","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-11-30","8.50",,"0.08","0.1","0.0","34","43","24","  240","  240","18.1","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-01","4.70",,"0.00","0.0","0.0","39","46","25","  260","  260","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-02","3.58",,"0.00","0.0","0.0","40","50","26","  190","  180","8.9","12.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-03","3.58",,"0.00","0.0","0.0","35","42","25","  150","  220","8.9","12.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-04","12.97",,"0.12","0.0","0.0","39","54","32","  190","  160","28.0","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-05","19.01",,"0.07","0.0","0.0","46","56","25","  220","  240","30.0","50.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-06","12.53",,"0.01","0.0","0.0","26","28","24","  240","  240","23.0","36.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-07","8.50",,"0.03","0.2","0.0","24","27","22","  220","  220","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-08","8.72",,"0.05","0.7","0.0","24","28","21","  220","  250","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-09","5.82",,"0.07","1.1","1.2","22","28","13","  360","  310","16.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-10","8.50",,"0.02","0.2","1.2","22","28","16","  320","  330","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-11","6.71",,"0.14","2.9","1.2","18","24","16","  160","  290","12.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-12","14.09",,"0.01","0.1","3.9","15","25","8","  330","  330","28.0","38.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-13","5.59",,"0.03","0.6","3.1","11","17","-1","   10","   10","17.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-14","6.26",,"0.00","0.0","3.1","14","21","5","  330","  320","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-15","6.93",,"0.06","0.5","3.1","21","27","18","  210","  260","14.1","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-16","6.26",,"0.00","0.0","3.1","17","21","9","   10","  360","15.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-17","3.80",,"0.00","0.0","3.1","19","29","14","  160","  150","10.1","13.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-18","4.92",,"0.00","0.0","3.1","29","36","28","  220","  230","13.0","18.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-19","11.41",,"0.00","0.0","2.0","38","43","30","  260","  250","23.0","35.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-20","8.95",,"0.00","0.0","0.0","28","30","25","  310","  280","21.0","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-21","6.71",,"0.15","1.4","0.0","24","29","21","   50","   70","15.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-22","6.26",,"0.30","3.3","5.1","30","32","29","   90","   80","14.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-23","6.49",,"0.04","0.4","5.1","28","31","19","  310","  290","13.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-24","4.25",,"0.04","0.0","5.1","17","21","0","  210","  210","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-25","8.95",,"0.08","2.3","5.9","17","20","6","  260","  270","23.0","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-26","5.59",,"0.02","0.0","5.9","4","10","-9","  270","  260","14.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-27","4.25",,"0.00","0.0","5.9","0","10","-16","  330","  330","13.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-28","2.01",,"0.00","0.0","5.9","-5","15","-19","  240","  250","8.1","8.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-29","4.03",,"0.00","0.0","5.9","9","17","0","  240","  240","12.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-30","5.82",,"0.00","0.0","5.9","8","14","-4","   10","   10","18.1","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2017-12-31","7.16"," 0449","0.00","0.0","6.0","4","7","-10","  340","  330","17.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-01","8.50",,"0.00","0.0","5.9","3","15","-12","  290","  300","18.1","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-02","12.08",,"0.00","0.0","5.9","16","23","12","  250","  260","21.9","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-03","10.07",,"0.02","0.5","5.9","16","21","7","  310","  290","17.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-04","11.41",,"0.04","0.4","7.1","4","7","-2","  310","  320","21.0","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-05","11.18",,"0.06","1.3","7.1","-2","1","-8","  330","  330","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-06","6.49",,"0.02","0.2","7.9","-2","3","-16","  340","  340","17.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-07","10.74",,"0.00","0.0","7.1","7","28","-8","  190","  190","19.9","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-08","7.83",,"0.08","0.5","7.1","29","32","26","  340","  310","21.9","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-09","5.82",,"0.00","0.0","7.1","27","30","14","  310","  320","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-10","9.84",,"0.01","0.0","7.1","26","45","17","  160","  170","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-11","9.17",,"0.36","0.0","2.0","47","51","37","  320","  310","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-12","16.78",,"0.01","0.0","0.0","25","37","11","  330","  340","28.0","36.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-13","9.17",,"0.01","0.1","0.0","9","12","0","  350","  350","19.9","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-14","7.61",,"0.00","0.0","0.0","9","20","-3","  180","  180","17.0","19.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-15","10.29",,"0.25","6.9","0.0","17","21","13","  130","  110","21.0","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-16","7.83",,"0.10","2.0","9.1","17","20","2","   40","   40","18.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-17","9.17",,"0.01","0.0","5.9","12","25","-7","  230","  250","21.0","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-18","7.16",,"0.00","0.0","5.1","24","32","19","  240","  230","10.1","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-19","9.17",,"0.00","0.0","5.1","32","41","25","  240","  250","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-20","5.37",,"0.00","0.0","1.2","39","43","28","  320","  250","14.1","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-21","2.68",,"0.00","0.0","0.0","33","43","25","  100","  110","8.1","11.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-22","11.18",,"0.85","0.4","0.0","33","36","32","   80","   80","25.1","34.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-23","12.97",,"0.26","2.2","0.0","28","35","19","  330","  330","23.9","31.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-24","4.92",,"0.02","0.2","2.0","18","22","9","  340","  350","19.9","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-25","4.70",,"0.00","0.0","2.0","19","29","7","  180","  200","10.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-26","10.29",,"0.00","0.0","2.0","30","46","21","  210","  220","17.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-27","11.18",,"0.00","0.0","0.0","43","47","34","  260","  260","21.0","32.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-28","7.16",,"0.00","0.0","0.0","30","35","19","   10","  320","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-29","10.51",,"0.00","0.0","0.0","18","23","12","   10","  320","17.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-30","6.49",,"0.00","0.0","0.0","14","20","11","  160",,"10.1",
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-01-31","11.18",,"0.05","0.2","0.0","24","35","20","  170","  170","23.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-01","11.18",,"0.05","0.5","0.0","22","30","10","  340","  310","21.9","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-02","7.83",,"0.00","0.1","1.2","8","16","-1","  340","  340","21.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-03","4.92",,"0.14","2.4","1.2","13","23","9","  200","  210","12.1","14.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-04","11.63",,"0.11","1.6","3.9","17","23","-2","   10","  330","21.0","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-05","7.83",,"0.00","0.0","5.1","7","19","-13","  240","  240","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-06","3.58",,"0.00","0.0","3.9","11","20","-7","  240","  300","15.0","21.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-07","4.25",,"0.02","0.1","3.9","8","21","-4","  330","  330","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-08","5.82",,"0.01","0.1","3.9","9","21","-9","  270","  270","17.0","25.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-09","2.91",,"0.03","0.3","3.9","11","24","-3","   10","   10","15.0","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-10","2.24",,"0.00","0.0","3.9","16","25","-1","  100","  270","8.9","11.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-11","4.03",,"0.28","2.9","3.9","13","24","-1","  270","  280","12.1","17.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-12","6.49",,"0.00","0.0","7.1","17","23","-6","  280","  270","15.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-13","6.49",,"0.00","0.0","5.1","7","27","-11","  170","  170","17.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-14","10.07",,"0.00","0.0","5.1","32","49","23","  240","  240","16.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-15","9.84",,"0.00","0.0","3.9","42","51","28","  320","  320","21.0","29.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-16","9.62",,"0.00","0.0","3.9","27","28","10","  320","  330","21.0","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-17","9.17",,"0.00","0.0","3.9","22","34","9","  220","  210","17.0","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-18","9.40",,"0.00","0.0","1.2","31","37","27","  180","  180","23.9","33.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-19","6.49",,"0.16","0.0","0.0","34","41","25","   40","   20","15.0","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-20","7.38",,"0.68","0.0","0.0","37","57","31","  320","  320","18.1","23.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-21","8.28",,"0.00","0.0","0.0","33","37","21","  310","  310","18.1","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-22","4.70",,"0.00","0.0","0.0","24","30","18","  140","  130","13.0","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-23","9.62",,"0.03","0.0","0.0","33","43","30","  260","  260","18.1","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-24","8.50",,"0.00","0.0","0.0","34","38","30","  110","  100","21.0","28.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-25","17.67",,"0.21","0.0","0.0","36","42","33","  240","  240","30.0","44.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-26","8.50",,"0.00","0.0","0.0","36","46","25","  280","  270","19.9","30.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-27","8.05",,"0.00","0.0","0.0","41","61","28","  260","  260","21.0","33.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-02-28","7.61",,"0.02","0.0","0.0","36","44","27","  350","  340","17.0","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-01","6.71",,"0.00","0.0","0.0","30","35","21","  320","  320","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-02","11.86",,"0.00","0.0","0.0","33","40","25","  340","  340","21.0","27.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-03","4.92",,"0.00","0.0","0.0","28","39","18","   10","  330","13.0","15.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-04","2.24",,"0.00","0.0","0.0","26","38","16","   60","   40","12.1","19.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-05","6.93",,"0.00","0.0","0.0","24","34","13","  100","  100","16.1","21.0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-06","10.51",,"0.31","4.6","0.0","30","32","29","  110","  110","19.9","25.1"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-07","7.38",,"0.32","5.3","5.1","28","30","23","  330","  300","18.1","23.9"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","2018-03-08","10.51",,"0.18","2.2","9.1","27","33","23","  340","  320","16.1","21.9"
