"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-11","0.02","54","60","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-12","0.30","51","60","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-13","0.08","41","47","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-14","0.63","49","59","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-15","0.03","58","62","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-16","0.00","46","48","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-17","0.57","47","59","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-18","0.07","50","54","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-19","0.00","46","49","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-20","0.06","39","45","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-21","0.00","38","41","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-22","0.00","38","47","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-23","0.11","41","49","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-24","0.07","46","49","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-25","0.00","48","51","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-26","0.01","52","54","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-27","0.17","45","54","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-28","0.29","42","50","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-29","0.18","46","53","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-11-30","0.13","42","55","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-01","0.02","52","57","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-02","0.05","50","55","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-03","1.17","40","47","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-04","0.33","48","54","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-05","0.22","52","56","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-06","0.01","46","57","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-07","0.10","54","59","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-08","0.02","47","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-09","0.43","49","54","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-10","0.13","44","46","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-11","0.85","41","45","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-12","0.68","40","46","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-13","0.05","43","51","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-14","0.29","49","51","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-15","0.09","51","55","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-16","0.06","55","60","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-17","0.01","55","56","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-18","0.06","54","60","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-19","0.06","57","59","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-20","0.05","48","51","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-21","0.19","47","57","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-22","0.15","51","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-23","0.35","46","54","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-24","0.07","42","42","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-25","0.87","43","55","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-26","0.27","47","47","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-27","0.00","42","55","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-28","0.19","53","56","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-29","0.57","49","58","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-30","0.23","49","52","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2015-12-31","0.03","40","45","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-01","0.55","42","49","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-02","0.22","47","51","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-03","0.05","44","50","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-04","0.84","42","49","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-05","0.11","43","45","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-06","0.22","43","48","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-07","0.02","41","42","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-08","0.08","39","44","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-09","0.76","38","43","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-10","0.00","38","43","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-11","0.00","38","41","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-12","0.00","38","44","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-13","0.04","36","42","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-14","0.02","34","41","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-15","0.00","34","40","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-16","0.01","37","44","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-17","0.02","42","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-18","0.00","44","45","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-19","0.00","39","46","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-20","0.05","38","49","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-21","0.08","48","56","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-22","0.00","51","54","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-23","0.01","49","57","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-24","0.00","56","59","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-25","0.17","51","56","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-26","0.59","51","57","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-27","0.04","46","51","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-28","0.18","43","53","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-29","0.03","48","49","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-30","0.03","38","48","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-01-31","0.03","47","54","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-01","0.07","49","53","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-02","0.02","40","45","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-03","0.01","40","51","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-04","0.00","49","53","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-05","0.21","45","51","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-06","0.04","42","52","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-07","0.28","41","48","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-08","0.04","42","47","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-09","0.13","37","40","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-10","0.00","37","46","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-11","0.01","37","46","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-12","0.09","39","45","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-13","0.02","41","44","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-14","0.06","38","45","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-15","0.00","33","46","28"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-16","0.61","44","49","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-17","0.06","36","42","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-18","0.01","36","47","28"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-19","0.01","44","51","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-20","0.23","46","52","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-21","0.07","49","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-22","0.00","40","47","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-23","0.00","36","47","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-24","0.00","33","46","26"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-25","0.00","35","42","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-26","0.00","40","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-27","0.00","40","44","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-28","0.09","38","47","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-02-29","0.28","42","52","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-01","0.18","47","54","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-02","0.03","40","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-03","0.23","40","49","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-04","0.09","37","45","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-05","0.01","39","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-06","0.00","35","43","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-07","0.04","37","48","30"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-08","0.15","42","50","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-09","0.00","41","50","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-10","0.00","43","54","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-11","0.00","49","56","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-12","0.00","52","59","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-13","0.00","49","56","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-14","0.00","43","51","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-15","0.00","44","51","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-16","0.00","44","49","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-17","0.00","41","48","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-18","0.00","36","46","28"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-19","0.00","42","46","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-20","0.00","42","51","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-21","0.00","42","47","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-22","0.00","44","47","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-23","0.07","48","54","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-24","0.02","46","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-25","0.07","47","57","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-26","0.15","47","54","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-27","0.09","44","51","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-28","0.00","41","53","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-29","0.00","41","52","37"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-30","0.01","42","53","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-03-31","0.02","43","55","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-01","0.11","47","52","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-02","0.34","45","49","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-03","0.03","45","51","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-04","0.09","47","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-05","0.02","45","56","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-06","0.11","43","50","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-07","0.05","45","56","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-08","0.06","43","52","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-09","0.01","39","48","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-10","0.20","42","51","29"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-11","1.14","45","48","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-12","0.00","47","57","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-13","0.06","45","55","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-14","0.00","46","52","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-15","0.03","43","51","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-16","0.00","39","49","33"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-17","0.00","42","53","31"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-18","0.00","48","56","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-19","0.00","46","54","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-20","0.00","45","58","36"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-21","0.00","48","57","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-22","0.00","47","54","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-23","0.00","44","55","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-24","0.01","45","55","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-25","0.00","45","56","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-26","0.06","40","52","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-27","0.14","38","48","32"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-28","0.07","39","49","34"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-29","0.09","41","52","35"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-04-30","0.03","44","54","38"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-01","0.19","54","62","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-02","0.02","51","57","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-03","0.00","49","58","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-04","0.00","51","60","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-05","0.00","52","62","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-06","0.14","50","60","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-07","0.06","50","56","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-08","0.04","57","68","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-09","0.06","56","63","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-10","0.38","54","65","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-11","0.04","54","62","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-12","0.00","56","66","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-13","0.00","53","61","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-14","0.00","49","57","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-15","0.00","49","62","40"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-16","0.00","49","62","41"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-17","0.05","56","65","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-18","0.15","51","60","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-19","0.02","53","67","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-20","0.09","54","59","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-21","0.46","54","64","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-22","0.26","50","59","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-23","0.00","50","60","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-24","0.00","50","61","39"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-25","0.00","49","56","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-26","0.00","49","56","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-27","0.00","51","60","43"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-28","0.00","55","64","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-29","0.00","56","67","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-30","0.00","56","69","45"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-05-31","0.00","58","71","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-01","0.00","55","65","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-02","0.00","54","64","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-03","0.00","53","65","42"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-04","0.00","56","70","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-05","0.00","62","72","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-06","0.04","62","73","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-07","0.02","62","71","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-08","0.00","59","68","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-09","0.00","60","71","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-10","0.21","62","68","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-11","0.26","60","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-12","0.11","59","71","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-13","0.04","57","65","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-14","0.76","57","63","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-15","0.05","56","64","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-16","0.00","53","57","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-17","0.00","53","59","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-18","0.08","53","63","44"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-19","0.25","60","66","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-20","0.00","60","67","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-21","0.00","60","69","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-22","0.00","59","68","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-23","0.12","58","69","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-24","0.52","55","63","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-25","0.07","57","64","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-26","0.05","57","66","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-27","0.01","57","67","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-28","0.59","54","62","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-29","0.04","56","65","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-06-30","0.07","54","61","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-01","0.13","53","62","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-02","0.03","54","64","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-03","0.00","57","67","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-04","0.13","57","69","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-05","0.00","55","65","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-06","0.02","59","67","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-07","0.00","62","71","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-08","0.11","62","70","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-09","0.00","64","74","60"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-10","0.12","61","69","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-11","0.04","58","69","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-12","0.00","55","64","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-13","0.05","55","63","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-14","0.09","57","68","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-15","0.08","65","77","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-16","0.00","62","73","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-17","0.00","64","76","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-18","0.00","70","81","60"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-19","0.00","67","80","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-20","0.00","65","72","64"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-21","0.08","65","74","60"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-22","0.00","62","69","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-23","0.00","63","71","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-24","0.00","61","72","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-25","0.20","58","66","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-26","0.22","60","68","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-27","0.08","60","67","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-28","0.16","62","70","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-29","0.00","60","70","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-30","0.00","58","66","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-07-31","0.00","58","67","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-01","0.09","57","63","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-02","0.08","62","72","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-03","0.04","61","67","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-04","0.00","61","70","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-05","0.00","60","71","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-06","0.00","64","75","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-07","0.02","61","70","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-08","0.04","57","67","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-09","0.07","54","62","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-10","0.09","56","60","52"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-11","0.00","59","67","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-12","0.02","62","71","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-13","0.00","60","65","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-14","0.00","59","64","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-15","0.00","59","74","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-16","0.05","62","74","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-17","0.65","61","65","61"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-18","0.56","60","69","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-19","0.43","60","70","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-20","0.43","60","70","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-21","0.06","61","67","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-22","0.17","65","71","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-23","0.04","60","65","59"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-24","0.00","58","71","50"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-25","0.00","58","69","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-26","0.00","59","70","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-27","0.00","57","69","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-28","0.00","60","70","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-29","0.00","60","74","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-30","0.06","63","72","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-08-31","0.01","59","67","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-01","0.05","57","64","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-02","0.19","60","68","57"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-03","0.56","56","60","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-04","0.35","59","67","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-05","0.00","67","79","56"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-06","0.00","70","78","65"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-07","0.09","65","72","63"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-08","0.11","60","67","58"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-09","0.19","59","65","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-10","0.00","56","64","51"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-11","0.00","58","69","49"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-12","0.09","66","72","61"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-13","0.00","57","63","54"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-14","0.00","59","70","55"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-15","0.00","61","70","53"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-16","0.00","55","65","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-17","0.00","56","66","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-18","0.12","55","62","48"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-19","0.00","53","59","47"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-20","0.00","53","62","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-21","0.19","55","61","46"
"EI000003969","DUBLIN PHOENIX PARK, EI","2016-09-22","0.03","52","62","39"
